Name,Review count,Category,Rating,Price,Latitude,Longitude,Review,Rating binary,Neighborhood
Cracked & Battered - Marina,369,Breakfast & Brunch,4.5,$$,37.80048,-122.44014,"[""Fresh squeezed\xa0OJ; the real thing tastes so good, can't go back to the manufactured stuff.\n\nChicken and Waffle - this is their signature dish, must be eaten..."", 'Do you like brunch? What about chicken and waffles paired with a fresh squeezed juice or espresso? Yes? \n\nThen look no further! This little brunch spot...', ""Fresh, sweet, savory and delicious. This is definitely a brunch spot you'll want to go to when you're feeling like treating yourself. \n\nChicken and Waffles:...""]",4.5,
Birdsong,362,American (New),4.5,$$$$,37.7793175,-122.4105235,"['Food is well worth the two stars. \nCame here to celebrate my partners new job! We wanted to treat ourselves. Had a long day before this but I was still able...', 'Location: As most yelpers have reviewed, the restaurant is located in a kind of sketchy area.  Be on alert of your surroundings and heads-up instead of...', 'What a fantastic and unique experience in San Francisco. As stated in earlier reviews, the area is very sketchy and I advise that if you go here to take an...']",4.5,
Dumpling House,360,Dim Sum,4.5,$$,37.763552,-122.432762,"[""Love coming here - I've gotten so many of their items and have been happy with each. I've had their dumplings, the soups, vegetable dishes, you name it...."", 'Back again for dinner tonight:\n\nOn point: \n- XLBs\n- Wonton with chili sauce\n\nLess so: Pork and cabbage dumplings', ""Not the best dim sum I've had in SF... the restaurant itself is clean and modern, but the service was very very slow and the dim sum is quite Americanized....""]",4.5,
Mr Banh Mi,358,Vietnamese,4.5,$,37.775581837885525,-122.49757530345666,"['Great find!  Four of us had Banh mi.  I had the tofu version and others had chicken and ham versions.\n\nMine was very good-  much better than your average...', ""Ok let's get to the nitty gritty...\nSandwich: combo with pate \nSize: just average\nBread: little tougher than I wanted, not the best freshness for a..."", 'Mr. Banh Mi is a small hidden gem in the area. I had several family members and friends who rave about this place to me. When I am in the area with my...']",4.5,
Slice House Haight by Tony Gemignani,356,Pizza,4.0,$$,37.76963,-122.44754,"[""You can't go wrong with a slice of Tony's pizza! I've waited hours to dine at the North Beach location, and luckily this less crowded hole-in-the-wall spot..."", ""Slice House is a nice low key Pizza joint in the Haight that makes a decent Pie. \n\nI'd expected parking issues, But, there was a spot right in front of the..."", 'This is our favorite pizza place in the entire Bay Area. We order from here at least 2x a month. We always ordered a cheese pizza for the kids and the...']",4.0,
Radio Africa Kitchen,355,American (New),4.5,$$,37.73475,-122.39108,"['M-F Lunch from 11:30 am\nDelicious chicken jambalaya and lamb with couscous!\nRefreshing hibiscus lemonade.', ""Don't know anything about the store itself but my husband's work has gotten meals ordered from here and they are delicious!! Love the prawns and couscous..."", ""I had been meaning to come here for the longest time because beyond Auntie April's, it was the only restaurant I had really heard of in Bayview. I remember...""]",4.5,
Besharam,355,Indian,4.0,$$,37.75419470439168,-122.38973528066064,"[""This place is great and will definitely be back!\n\nWe got - and loved - the drunken pani puri, khandvi, maska paneer, and paresh's paratha. Also fantastic..."", 'Horrible service from our server and her poor attitude ruined our meal. I hope that the restaurant takes into consideration how a bad experience with their...', 'We went to besharam on a Friday and had a reservation \n\nWe were immediately greeted and taken to our table. Which was nice \n\nWe ordered the following \n\n1....']",4.0,
STIX,351,Hot Dogs,4.0,$,37.74258,-122.48085,"['Mmmm so good! \n\nKorean cheese dog is my favorite thing! I was around the area and hungry so I grabbed \n\n- mozzarella cheese dog: so cheesy, cripsy, soft,...', 'Tastes decent, good crisp and mozzarella and hotdog is as expected. Lower points for the value and that the combodog is disappointing. The other reviews are...', 'I love Korean food and actively seeked out different places with Korean food. Korean corn dogs are definitely a popular street food and it was nice to see...']",4.0,
Mangrove Kitchen,349,Thai,4.0,$$,37.77251,-122.43696,"['Great food. Amazing atmosphere and phenomenal service. Will absolutely be back again.', 'Variety of vegetarian options on the menu: 4/5\n\nWent once and have been back almost 3 more times. Mangrove might be our new go to Thai spot! We also get the...', ""Mangrove is my local Thai restaurant for when I can't wait for delivery or I don't want to travel far for dinner. I'm giving them 3 stars for convenience...""]",4.0,
The Morris,346,American (New),4.5,$$$,37.762967,-122.40856,"['Came by for dinner the other night and it was a phenomenal experience! Made a reservation online via Resy and our table was ready upon arrival. There is a...', 'Have come here for a few occassions and i will throw down the recommendation card for this one.  The service has always been wonderful, the food flavorful,...', ""What a surprise this place was! I haven't been to the Potrero hill area since I lived in the design district, but stopped by last night with a coworker to...""]",4.5,
Gai Chicken Rice,339,Thai,4.0,$$,37.7642,-122.42998,"['Delicious and healthy meal. Great for kids or adults. Fresh chicken over rice made with chicken stock. You get your choice of sauce on the side. It comes...', ""Decently good chicken + rice. After having Nong's Khao Man Gai in Portland, nothing will live up to that bar. But Gai's is probably the best you can get in..."", ""You guys know I give out more 5 stars than poor reviews. I don't like giving bad reviews. It doesn't get me off in any way.\n\nCame in today and asked about...""]",4.0,
Wang Dae Bak,337,Korean,3.5,$$,37.73210131803881,-122.4738580233134,,3.5,
The Snug,335,Cocktail Bars,4.0,$$,37.79094,-122.43443,"['Cool place, nice atmosphere! I love coming here with friends. If there are free places outside, I eat there. I usually take salads or french fries. Good...', ""We called ahead of time to double check if they allow dogs and they did (because they have parklets and that's where we stayed). Never got to see the inside..."", 'Came on a Wednesday evening. Decently busy. No reservation and still sat us at a shared table. The menu is via a barcode you scan and order your food...']",4.0,
Uma Casa,331,Portuguese,4.0,$$$,37.74594,-122.42704,"['I absolutely loved this place. I had such a great experience here. My friend chose this spot for dinner and of course I said yes since I love tapas style...', 'Absolutely loved Uma Casa and all it has to offer. My Portuguese family are tough critics, but Uma did Azorean food justice. My 86 year old grandma enjoyed...', 'SUPER cute place that is for sure underrated in SF. Service is attentive but not stuffy. The only thing I docked off for is that its pretty pricey even for...']",4.0,
Eat Americana,327,American (Traditional),4.5,$$,37.7758785,-122.4966642,"[""I've been going here for years. finally got my friends to come with me. We got here right at the last minute before closing, and they were so nice allowing..."", 'Opened at 11am and then people started to trickle in after we placed our order. Glad we came in a bit earlier cause I could see how they would get busy. Our...', 'Came in during OSL so they were busy. The server was very nice and explained how busy they were. I appreciated the honest feedback. They were attentive and...']",4.5,
Tacorgasmico,322,Mexican,4.0,$$,37.7632910125469,-122.433849088848,"[""Tough review. Love the place. Staff is super nice. Food came out hot and fast. So why tough - we'll let me explain. We ordered the Elote (corn on the cob)..."", 'We wanted to check out the Castro area in SF, and decided to first grab a bite at TacOrgasmico since it was conveniently located on Market street near...', ""I stopped by here w/ my wife and sis for a quick bite and drink before an SF Film Festival show at the Castro Theatre.  I'm glad we stopped by!  \n\nThere was...""]",4.0,
Scopo Divino,321,Wine Bars,4.5,$$,37.78829,-122.44078,"['Came here for a friends birthday brunch. $50 pp is such a great deal for bottomless food/drinks. Everything was delicious, although very filling when you...', 'The positive: Scopo Divino is a very cute, little restaurant with great character. I went for their bottomless brunch, and found the appetizers fantastic. I...', ""Live music, good food, and awesome wine?! What's not to love?!\n\nCame in with a group of 3 for a casual Sunday dinner. Lots of indoor and outdoor seating....""]",4.5,
Beretta,321,Italian,4.0,$$,37.775749,-122.43825,"[""Food and drinks were some of the best I've ever had. I had the lasagna... DELICIOUS. A table favorite.  I don't know if I'll be able to get lasagna anywhere..."", 'The best valued happy hour in my opinion!\n\nExperience: My friend and I went here at 4pm. We were seated immediately. We sat outside and the outside seating...', 'Walnut bread with burrata and mushroom-truffle honey. Get it. Burrata is always amazing, but it was even better paired with a soft and chewy walnut bread,...']",4.0,
Bread N’ Chu,321,Sandwiches,4.0,$$,37.782407,-122.479713,"['Cute sandwich place in the Richmond neighborhood. Sandwiches are made with Japanese milk bread-- the bread is the highlight. The bread is super soft with...', ""Such a cute sando shop! I went here randomly cause I was craving a sando so looked one up near me. Then, I found Bread N' Chu. The shop is fairly small. It..."", ""Who doesn't a love a great Sando?! \n\nBread N' Chu makes great & tasty sando's and fries. Found parking right in front of the store on the weekend so I would...""]",4.0,
